NPI,NDC,Units,UnitCost
3,4649,650,262.14
10,3000,253,306.43
8,4994,2691,461.65
10,4370,667,367.62
3,4965,648,81.19
5,2093,687,481.92
6,17,524,193.31
5,4670,686,10.62
8,1820,524,408.85
9,132,415,53.26
2,1658,666,175.57
8,238,2285,432.29
9,4205,2865,463.9
1,4434,2316,417.8
3,2480,647,160.67
6,1568,1720,149.34
1,4627,2317,151.43
4,3136,669,370.42
1,1145,2317,16.39
6,1403,1276,47
2,4422,664,355.04
8,3857,2758,434.66
6,1663,2746,287.93
9,3141,117,345.02
7,1304,862,22.73
6,632,1738,305.67
6,455,2710,170.87
2,4168,663,139.3
10,2989,1840,125.74
6,3898,2119,458.83
9,2146,475,39.52
3,3854,647,484.15
2,3124,662,55.74
8,3639,2807,450.65
9,3919,2972,412.08
7,2215,958,121.54
8,3874,188,239.09
3,3324,647,464.61
2,4604,662,221.44
10,1023,858,157.9
1,1517,2318,445.62
1,1729,2319,93.04
2,4563,658,375.73
6,3694,268,488.83
6,1327,2744,336.65
3,1739,646,402.55
2,2275,656,315.9
8,4560,1117,295.34
1,3537,2320,34.26
8,3074,2434,254.03
6,4022,1949,457.74
2,4788,656,137.76
7,4638,2360,121.95
3,1756,644,113.22
4,95,668,42.89
6,1236,1828,167.25
9,949,656,10.44
4,2214,668,447.72
10,1122,1901,420.56
4,524,667,245.93
7,3723,2274,137.5
5,2363,685,41.58
2,4499,656,395.2
4,154,666,312.79
9,2616,351,220.52
6,1100,1875,15.25
6,461,637,81.43
7,1942,1027,292.42
10,2019,255,281.88
8,1302,2982,271.71
1,4067,2320,33.77
3,1411,644,133.3
7,2919,1891,42.8
8,137,888,325.52
5,2875,684,358.64
5,1388,684,99.28
3,1539,643,270.31
8,571,2589,226.2
3,3426,642,462.93
4,132,665,406.92
1,2936,2321,39.65
4,545,665,76.77
8,4029,428,399.51
8,2752,1176,131.39
1,3324,2321,425.29
8,3119,2352,193.66
6,2695,309,388.72
4,4429,665,280.4
3,4432,642,131.64
1,195,2323,499.27
5,3718,684,104.55
3,4426,639,179.71
7,4460,1782,240.42
9,2227,2525,89.15
9,4493,2996,180.29
9,235,2349,451.48
5,865,683,109.47
9,542,1177,372.78
3,276,636,487.3
6,3922,2326,498.4
4,1934,664,154.45
7,4260,141,259.42
7,1355,1330,289.16
7,3606,481,209.22
7,2875,1470,154.41
2,248,656,365.31
7,3512,1384,315.6
10,2087,1349,185.53
1,2428,2324,288.78
5,676,683,30.35
6,123,2401,31.95
4,3714,663,231.97
3,3816,636,304.31
2,237,655,411.8
10,2015,2694,188.14
8,1198,287,147.61
4,104,662,314.26
3,1279,635,51.6
9,3935,1122,219.05
9,4538,1187,289.03
1,4642,2325,33.92
8,2943,2544,74.94
1,4679,2325,113.36
5,4846,682,23.11
8,4632,1951,280.73
7,4324,702,464.76
5,3974,682,311.2
9,2959,1636,236.68
3,4444,634,193.26
10,3307,708,76.84
1,37,2325,474.85
3,347,633,199.6
4,3405,662,186.84
6,3250,376,257.95
3,1579,633,411.58
1,2435,2325,184.2
6,2749,321,306.34
5,2593,681,264.34
2,1285,655,285.12
2,1384,654,321.43
1,3484,2330,387.91
6,356,2084,180.83
4,249,662,376.65
5,1560,681,258.65
1,4973,2330,179.03
6,4401,191,339.49
10,4988,131,216.24
3,4187,632,190.77
10,2774,2008,355.9
10,4033,494,177.79
10,3319,778,22.1
5,3016,681,348.79
5,811,680,354.91
10,1176,533,198.72
7,3497,2081,344.52
9,680,2542,170.26
6,4054,2406,12.74
9,2198,136,345.99
9,3268,1961,504.17
8,4536,574,488.02
7,3380,2515,282.46
9,2052,2244,146.05
5,201,680,439.71
2,1706,654,127.17
8,3481,1996,6.49
2,1117,653,103.82
3,1248,631,470.68
3,4221,629,342.52
8,1192,648,300.3
3,2152,629,140.67
3,4700,628,496.54
3,1827,628,227.79
10,550,480,72.03
1,1307,2330,182.48
10,3677,421,425.59
9,208,1990,499.26
10,3178,2121,83.94
9,2809,885,31.83
1,3719,2332,387.94
2,1422,653,136.93
10,3590,1390,173.26
6,3197,1757,441.64
4,1040,662,241.27
9,435,1624,153.41
8,4172,1608,281.43
6,3608,1392,200.6
7,4277,2926,291.4
8,4894,1920,136.06
8,1101,986,117.97
5,1169,678,399.49
3,77,625,33.81
5,2649,678,313.02
4,1911,659,280.43
6,2145,2085,204.07
5,3081,678,274.83
5,4253,677,148.31
3,1653,625,312.75
4,3009,659,53.74
7,4868,153,337.66
6,3948,916,172.2
2,4964,653,383.65
9,391,609,264.76
2,215,653,432.09
6,4490,1861,321.78
1,4403,2335,17.47
3,4939,625,32.21
6,780,2222,29.25
4,3252,658,42.22
2,1730,652,337.56
5,4362,676,219.29
7,4561,1182,418.57
8,4007,2557,46.99
8,334,1368,450.4
3,2104,625,50.53
3,900,624,427.41
4,1691,657,409.94
7,3395,1293,68.6
4,3925,656,82.37
10,1539,1279,467.22
4,3691,656,159.2
1,3488,2336,45.17
10,2098,455,149.05
1,661,2337,311.16
3,4019,623,283.03
1,2570,2337,12.67
8,467,1043,486.53
4,4170,656,146.92
10,1625,488,30.39
7,551,2562,90.02
6,4639,683,278.87
7,4591,2450,76.56
2,4023,650,303.04
6,673,2995,110.39
3,4743,622,427.08
9,1679,899,87.04
7,3827,203,396.71
2,247,650,239.29
10,1961,319,366.6
1,4433,2337,108.58
3,2765,621,96.93
4,2902,655,275.76
8,3010,405,217.1
7,823,1585,20.07
4,3123,655,291.58
1,2500,2338,352.72
3,52,621,483.29
7,2214,692,337.94
10,1643,940,360.23
1,4395,2338,419.18
1,3603,2339,126.96
4,1695,654,414.42
5,2255,676,402.63
8,2382,1532,199.74
5,2089,676,296.98
6,4386,1051,165.21
8,810,1762,458.48
4,211,653,339.66
1,4969,2339,399.07
2,4705,649,63.91
10,1239,2165,410.84
9,389,440,256.85
8,715,1900,277.41
3,1582,621,382.27
9,632,247,95.11
7,2467,2912,347.72
8,759,793,215.53
6,3770,1911,229.98
1,1519,2340,188.59
3,571,621,343.44
7,2792,1143,222.44
6,371,1282,106.9
5,3859,676,107.06
6,2731,341,259.66
7,3014,1403,326.67
2,349,649,325.28
1,363,2341,187.21
6,3298,2697,472.65
3,310,620,310.35
4,3848,653,491.32
9,2896,2157,276.68
6,4571,2891,470.65
8,3970,481,181.17
7,4327,970,321.71
7,3760,1009,297.06
1,4692,2342,9.65
10,1132,1181,478.96
5,3139,675,299.19
5,2914,675,362.58
4,3241,653,80.25
3,1474,620,462.81
3,2054,620,274.77
3,4306,619,402.1
10,215,115,286.39
4,2045,652,62.3
10,1044,719,127.98
6,4235,1184,434.53
9,4174,1195,421.12
1,2019,2342,353.18
2,4650,649,51.75
4,4100,651,436.31
8,3839,2191,213.14
4,3209,651,370.62
6,2036,1787,51.57
7,1003,2003,195.26
1,2643,2343,481.62
6,1464,2152,440.57
2,3496,648,362.23
6,772,644,191.31
2,4854,648,72.04
1,2847,2343,338.26
10,949,485,461.04
4,2363,650,266.34
9,2674,234,393.34
6,2266,1295,406.29
10,3738,1878,395.03
4,4922,649,128.92
1,3964,2344,114.28
9,2253,1961,123.05
4,803,649,381.79
4,2641,647,252.01
7,2962,1533,499.59
3,1305,618,162.8
8,3702,2019,228.62
6,3591,886,36.28
7,4583,2797,299.37
5,749,673,39.43
1,2962,2344,437.41
7,3802,879,258.91
4,926,646,285.15
8,1654,1415,274.18
9,3142,2705,465.31
2,3876,646,408.15
10,2397,865,318.63
4,2180,645,412.8
10,1765,314,184.15
10,627,2606,139.34
6,1795,1824,85.75
9,747,1951,458.2
9,1554,2475,47.72
8,3655,2377,497.25
5,2505,673,366.89
1,4697,2344,242.44
3,558,617,336.8
5,1924,671,235.76
1,4159,2345,212.49
9,1897,1758,99.31
9,1012,1507,414.79
1,2980,2345,101.02
2,1011,646,118.45
1,1899,2345,43.52
4,2261,645,32.13
9,3041,2153,253.79
6,1072,94,409.99
7,237,2578,59.2
8,558,186,124.52
2,1776,646,380.41
10,2403,833,61.96
8,3316,2172,195.27
10,3487,383,5.8
9,3525,538,26.39
2,3701,644,144.69
6,2139,1552,439.25
5,739,671,18.93
6,742,915,188.59
7,83,1130,502.66
3,1059,615,172.18
9,1749,1433,74.79
10,2142,2031,501.81
7,2278,2465,456.96
3,1543,615,332.57
5,380,670,203.69
4,3840,644,239.73
3,4382,613,166.19
3,3364,613,427.78
5,2727,670,20.88
5,3858,670,85.98
7,425,2908,425.2
4,952,644,32.06
8,4990,603,254.97
1,2725,2347,401.16
6,2091,476,156
6,104,222,34.6
10,340,1160,166.26
7,470,2673,380.75
3,4149,613,267.08
8,4087,1893,50.11
9,3384,2996,57.8
7,3264,1487,320.89
6,1414,756,482.05
2,107,644,302.38
1,4887,2347,300.34
10,1336,1666,115.61
1,2989,2347,368.59
1,4573,2348,17.75
4,1240,644,375.01
6,165,1442,352.72
8,1037,1338,85.02
8,1034,2239,294.2
5,1731,668,304.51
4,4904,643,52.16
1,2442,2348,23.99
7,2987,2113,128.3
7,3049,1845,102.77
5,1365,668,424.5
5,1911,667,421.27
1,644,2350,291.42
9,1935,757,409.41
10,1791,1284,199.58
6,4310,1769,117.08
8,1106,2809,163.49
8,3951,1678,359.67
8,3139,303,168.84
6,2124,1942,297.22
5,1443,667,502.65
5,1336,666,312.32
4,3353,640,6.65
6,1350,902,231.04
10,2594,2837,367.47
4,4715,638,386.01
9,4346,1883,344.44
8,678,143,104.8
6,1556,1207,195.77
9,1862,2961,108.45
1,2476,2350,133.46
4,2163,638,432.82
9,3518,1709,393.18
9,49,1359,348.66
4,3676,636,438
10,3021,2144,82.71
3,3943,612,184.12
2,1538,643,397.14
4,389,635,95.68
2,2609,643,306.49
9,133,1626,135.99
3,1167,612,67.52
10,2871,2281,347.95
1,4893,2351,47.79
9,4325,2530,92.32
7,997,2070,499.91
9,1588,2615,348.86
2,2480,642,285.32
7,1603,1211,294.47
2,1383,641,303.85
5,449,665,368.82
4,2063,635,449.89
7,800,799,364.14
7,1237,2665,482.18
5,3566,665,359.57
6,4321,2450,294.42
5,3049,664,209.5
1,487,2353,200.91
10,865,610,375.37
4,3679,634,484.28
4,1562,634,60.22
9,2909,1857,266.77
10,2496,390,435.12
10,287,1698,216.83
3,1046,610,402.03
3,1893,610,466.14
9,1375,526,386.92
8,4929,2145,313.74
8,788,1926,394.97
2,4083,641,409.31
7,3018,717,35.94
3,4430,609,200.95
9,1214,1557,348.2
4,3725,634,286.06
5,4856,663,9.47
10,3377,2969,228.45
3,685,607,124.39
5,520,663,361.52
1,4777,2355,239.97
9,1150,281,476.24
2,111,641,396.15
6,3232,943,113.64
6,2180,1019,251.67
9,4507,844,41.34
1,1484,2356,344.16
9,2201,1302,264.35
1,4718,2359,211.38
1,3649,2360,467.42
9,2584,1914,9.52
4,2576,633,294.53
2,1660,641,386.71
7,3527,1913,416.8
5,4374,662,454.96
9,2089,2707,223.7
8,473,2612,179.42
5,4733,662,388.76
6,1459,885,32.39
6,2738,1532,338.7
1,1460,2360,42.95
4,2988,632,8.5
1,602,2360,415.52
7,1140,310,281.56
9,427,2496,377.23
4,1359,631,249.48
3,183,607,257.82
5,4793,661,283.72
4,4807,629,83.42
9,626,1544,497.95
2,1249,640,126.9
8,1324,2578,326.95
9,1025,431,344.29
4,3281,629,60.36
3,4561,607,160.27
5,3677,661,177.42
2,3462,639,455.54
5,2494,661,376.05
4,3409,629,416.2
5,81,661,75.71
10,2431,398,262.78
10,749,246,256.36
3,2080,605,279.1
1,340,2361,141.76
6,1115,255,9.89
1,2487,2361,152.85
7,3921,130,283.79
8,3105,1257,450.32
5,4825,659,274.68
3,2076,605,195.19
3,1378,604,142.87
2,1682,639,373.77
8,1742,2356,271.04
4,2926,629,286.93
6,4801,1138,159.7
10,1930,2510,125.35
4,1923,629,387.35
10,178,2249,336.49
6,1025,430,78.42
2,839,639,48.94
3,1363,604,469.84
8,2027,1266,440.98
4,4657,628,188.25
4,4866,627,68.5
2,3104,637,377.52
9,2548,1932,500.06
9,167,1804,477.64
9,4564,1202,419.54
7,2633,1480,246.99
8,1467,2823,483.56
8,3783,52,140.09
5,2894,659,215.64
9,4962,272,384.99
10,4496,1815,290.22
10,2515,2294,81.78
5,1453,657,9.75
2,2327,637,110.43
9,1786,910,223.35
2,2475,637,304.48
4,3282,627,62.53
3,3796,603,504.86
10,881,2749,104.45
10,3411,2337,315.32
9,1277,411,263.19
9,418,1459,254.63
2,504,637,288.56
4,2725,627,245.5
4,1371,625,109.08
9,924,2869,285.58
8,335,1928,218.46
5,4334,656,480.5
3,3176,602,142.14
5,593,656,287.34
4,3895,624,132.15
3,2679,600,138.99
6,1576,1013,476.68
10,1529,1138,312.45
4,1708,624,358.82
1,946,2362,360.32
6,178,671,215.41
10,2449,626,75.03
3,2722,598,424.96
4,4758,624,393.01
10,4854,808,157.51
9,4005,2555,13.59
1,4288,2362,358.69
2,3912,637,23.41
4,1701,622,203.37
6,3453,1727,84.71
8,836,1040,62
6,3488,28,295.85
3,7,595,85.19
2,1761,635,278.99
7,4198,1663,296.43
4,4157,621,20.58
6,1127,2204,138.27
9,4862,889,86.84
3,1343,595,32.17
3,3756,594,129.77
1,4725,2363,258.62
9,2321,2714,466.35
1,4885,2363,328.17
2,140,635,479.63
4,170,621,475.3
8,4771,694,58.07
2,2367,635,278.11
8,3356,1818,425.38
5,3331,655,325.88
6,281,1931,457.9
9,2537,18,251.75
2,4428,635,428.13
4,251,619,275.31
4,4584,619,343.35
3,4827,594,261.96
2,4602,633,296.2
10,3689,1615,309.8
10,1199,1205,401.01
1,430,2363,383.81
7,583,2337,220.48
4,2469,619,299.13
8,920,1016,195.13
5,2443,654,153.05
1,3259,2363,100.99
9,2612,1774,498.55
6,1908,2500,183.92
1,4212,2364,499.99
7,2967,1734,416.93
9,1719,1880,201.94
1,3382,2366,260.46
9,4783,2957,188.35
6,768,1525,159.78
5,470,652,410.15
2,3048,632,292.2
6,3896,2920,394.63
1,2795,2367,20.3
2,3877,630,262.57
9,3098,103,391.14
3,140,593,118.5
8,2171,892,307.88
6,3065,586,350.94
1,4231,2370,485.95
7,2050,2106,448.52
1,4098,2370,141.04
5,674,649,158.3
10,25,2707,141.6
6,856,568,501.07
4,3486,619,387.08
3,1309,593,439.73
4,4020,618,337.42
7,1101,904,364.33
10,1595,1629,171.27
2,3549,628,74.18
8,3867,1498,151.43
10,2332,1758,335.85
4,3375,618,286.5
9,221,1192,207.06
9,307,2936,167.09
3,4418,592,50.99
6,4848,506,184.71
3,3134,592,15.33
5,4926,649,153.67
9,9,505,219.33
3,1346,592,288.98
5,1284,649,194.71
2,3889,628,292.46
2,1759,628,26.71
7,8,1171,382.5
10,1146,1636,157.68
3,1374,591,140.06
6,2384,1434,141.76
10,905,1202,405
8,3088,1012,7.52
6,3323,1681,71.33
4,2800,618,327.17
1,4156,2371,294.11
4,3113,616,29.02
5,4894,648,475.25
8,915,2074,463.47
10,4284,2178,288.8
1,895,2371,213.09
4,956,616,198.17
9,2242,925,181.14
3,1511,591,147.92
2,2833,627,463.02
7,4177,2161,317.66
7,4553,47,439.5
10,1240,1906,104.44
1,2359,2372,504.3
10,4385,936,405.21
10,208,2851,103.29
5,3501,648,143.77
10,329,961,244.55
8,909,1533,262.65
3,2468,591,384.93
7,672,2955,142.59
7,4749,976,281.9
6,3284,2870,410.98
3,3801,590,200.94
2,4179,626,58.06
3,2770,590,244.12
3,3032,590,51.42
5,735,647,434.55
10,4711,842,352.68
9,15,2692,67.14
7,4447,1866,231.47
5,5000,645,382.23
2,2057,626,347.5
10,4489,1564,501.82
4,4633,616,392.2
4,1509,616,37.37
7,80,1578,149.66
9,984,2753,353.96
4,4189,615,193.22
7,2907,617,27.32
1,2337,2372,449.29
3,4443,590,313.39
4,3272,614,281.32
7,2139,337,499.32
8,1326,2921,190.57
5,930,645,353
8,214,2681,384.15
3,1397,590,271.7
1,4497,2374,432.29
4,2191,614,46.55
10,4821,1550,137.81
5,1543,644,12.69
3,2715,590,387.26
4,469,614,104.76
5,766,643,471.05
5,2140,640,293.74
3,3827,589,361.97
2,795,626,247.9
1,344,2374,143.1
8,4015,2948,233.59
2,440,626,103.74
10,288,2744,89.99
10,127,266,438.13
5,2394,639,127.86
3,4369,589,310.25
3,2617,589,148.08
7,1731,1272,100.65
7,1240,2332,323.33
1,1247,2375,425.74
2,723,625,475.15
3,733,588,409.43
1,2923,2376,115.2
7,2185,901,344.01
7,4157,413,434.23
3,4772,587,58.29
1,2164,2378,358.08
9,4067,2007,353.78
2,906,625,274.51
3,4534,586,322.38
4,658,613,436.95
5,3482,637,132.1
3,3570,586,355.77
2,495,624,111.31
9,3192,1001,148.04
7,4500,46,383.87
2,636,624,43.7
6,2276,909,83.97
1,3912,2379,300.53
2,4678,621,78.24
6,495,2147,332.61
6,2985,1068,279.53
9,223,990,140.9
4,1621,613,271.07
4,3761,613,473.71
6,374,1906,457.59
7,4406,1145,372.96
9,4149,2214,188.96
8,3738,843,147.89
8,523,1993,85.03
2,3631,621,106.89
2,4637,620,274.21
9,1792,2263,493.73
8,1206,2819,347.83
6,4637,1848,440.12
9,1377,1894,9.42
7,870,1207,481.13
3,227,586,150.03
5,871,636,283.4
3,212,585,143.34
8,579,256,337.79
9,2300,2580,92.07
8,2654,2887,454.07
10,3604,1149,445.51
8,190,2681,66.12
6,289,1389,329.77
4,1869,612,279.67
2,4893,619,97.6
4,4449,611,296.1
9,950,1122,382.95
6,4822,2204,339.51
5,2951,636,80.66
10,3804,1328,126.99
6,2844,2368,273.8
4,239,608,216.29
6,3038,2711,495.1
8,4902,264,82.2
1,3994,2380,127.86
3,4716,585,42.45
1,2893,2380,309.58
2,4692,619,299.96
4,1540,608,405.61
6,2536,1064,131.36
9,1698,1429,248.67
8,3350,1849,240.15
6,4077,858,328.22
2,821,619,355.31
3,2690,584,181.68
9,4198,33,211.38
6,2971,1467,499.01
5,2615,635,53.09
2,1937,618,410.63
8,894,2732,279.48
2,3695,617,197.08
8,4769,1690,101.21
3,2038,583,339.47
7,3839,869,437.96
3,536,583,402.48
4,2347,608,266.82
5,4286,634,314.19
7,543,2176,427.6
8,4409,1772,21.68
5,1892,634,20.77
1,3232,2380,314.88
4,2578,607,489.78
7,4368,1265,303.84
5,2668,632,193.68
8,1799,2510,172.83
10,1450,2469,256.9
4,2218,607,212.38
6,2119,1039,218.16
3,4204,583,442.93
6,743,637,491.43
5,625,631,223.78
3,1060,583,67.01
2,305,617,293.39
5,2352,631,45.47
9,2262,874,388.73
9,1582,1257,319.64
6,1554,120,169.23
8,782,2565,322.84
7,3121,823,109.58
5,3058,631,387.23
9,3625,534,20.64
1,2618,2382,486.34
10,4186,304,114.21
8,4332,1735,173.74
9,1591,1021,465.55
7,456,1888,268.81
5,591,631,102.36
5,3219,630,63.1
6,1340,697,361.09
7,1588,2366,61.65
10,1867,2137,474.44
2,4159,616,125.07
6,3459,1159,472.01
10,252,1258,398.17
7,1096,2642,216.78
9,1877,2341,331.06
8,3476,364,439.38
7,2694,1005,302.18
8,1378,2541,280.83
6,931,1407,467.12
8,135,299,398.01
6,2897,529,11.72
5,4646,630,223.14
5,1535,630,89.27
4,1879,606,55.66
10,615,104,182.48
9,384,1925,467.41
1,4927,2383,48.74
4,1890,606,83.9
3,1477,583,310.15
6,4531,2038,395.51
2,1251,616,308.73
3,4000,583,318.31
8,3761,1741,472.02
9,3081,290,411.11
2,1899,616,214.04
8,2258,818,161.38
7,891,2712,291.39
4,2422,606,64.22
5,4324,629,26.43
2,436,615,294.2
8,366,2283,109.07
9,2082,228,421.81
6,4160,43,16.69
5,801,628,92.95
7,3826,556,56.5
4,3063,606,432.13
6,1563,1328,50.82
8,3292,1014,6.05
6,1017,577,263.34
1,1929,2384,385.43
1,3419,2384,168.68
5,2101,627,25.44
8,4341,97,449.85
6,3269,1960,398.65
8,3186,479,387.85
5,3085,627,218.35
6,61,2561,169.15
4,4869,604,74.32
1,197,2385,331.07
5,869,626,172.73
2,4166,615,9.52
2,481,615,145.16
5,1311,625,142.2
5,3138,625,252.56
10,1459,405,79.57
6,3084,2475,94.06
8,3572,319,231.31
8,2339,2694,162.47
2,2401,613,476.94
6,4735,2599,155.67
2,715,613,334.28
10,3370,2659,107.94
6,2563,1867,123.11
7,1450,312,437.42
5,4715,625,429.74
2,3756,613,436.46
6,3541,1785,424.84
1,2554,2385,335.5
3,908,582,264.54
8,2688,2487,323.68
2,3758,613,198.61
2,2097,612,213
9,4295,2708,474.28
7,2846,1671,247.03
10,2186,2603,401.87
8,1739,238,45.3
2,3501,612,472.47
6,4044,2696,31.26
9,2496,2095,430.83
5,4645,625,234.76
1,193,2387,330.55
1,2514,2387,92.28
6,112,1762,23.96
5,134,624,185.56
1,3668,2388,141.78
7,2269,400,431.37
3,828,581,356.31
7,3133,2833,427.5
10,3,2683,144.13
4,217,604,22.5
6,2290,2780,247.96
7,3070,670,272.44
3,292,581,407.81
3,3846,581,238.94
2,1406,612,294.45
6,364,2230,436.13
2,2931,612,337.75
4,4256,604,399.15
5,242,623,347.07
6,1119,1994,272.67
8,3699,2602,170.19
10,2541,1734,389.06
9,19,765,434.66
5,2661,622,29.49
7,832,611,437.04
10,4396,2822,351.17
8,2491,881,144.68
1,4043,2388,479.2
2,1725,611,119.04
4,3349,603,142.36
10,2614,2875,485
2,1200,610,179.68
9,2118,877,212.91
8,3529,2306,398.18
2,4686,610,353.45
10,2443,2510,147.22
1,135,2390,77.16
10,4574,2770,14.73
5,3304,621,157.7
5,1324,621,398.19
10,874,1415,261.07
1,3106,2390,236.23
3,2538,581,414.8
7,429,2366,248.13
7,4422,1047,323.41
4,527,603,174.68
7,4720,91,48.12
2,3470,607,18.19
2,2971,606,283.76
7,1769,1021,364.43
2,1193,606,262.84
5,2679,620,272.69
2,579,605,10.99
10,2203,2898,72.39
8,4165,1565,270.23
8,3600,2633,375.56
3,3027,580,151.99
10,2793,2667,109.46
5,511,620,160.45
5,4929,620,491.93
9,3923,1839,190.76
9,1999,496,41.9
7,1546,1513,468.4
2,2457,605,53.62
1,481,2390,416.95
3,4586,577,37.81
6,3348,1798,236.27
4,4009,603,6.34
3,4478,577,185.08
1,2540,2390,11.61
8,4267,2024,500.5
5,3175,619,301.53
4,4927,603,91.88
2,1924,605,239.88
10,3173,2497,181.37
5,3812,617,107.7
1,4468,2392,22.21
3,1733,577,355.75
6,3375,824,105.55
3,189,577,324.41
7,4522,2933,258.94
8,2227,1380,113.21
1,1159,2392,68.03
6,4503,410,36.8
4,1747,603,21.47
1,1132,2393,369.17
4,4555,603,261.17
7,3240,1476,479.45
5,2926,616,210.81
8,4915,2307,413.42
8,405,4,191.02
10,3730,762,224.29
3,1443,576,230.27
7,1911,1820,60.64
7,1500,1132,170.46
10,2224,2141,69.99
1,4625,2394,215.09
4,3604,602,92.24
10,406,1349,329.96
5,1694,615,414.82
3,4038,575,81.6
9,1087,1225,281.37
9,3565,282,165.08
1,4330,2394,492.11
3,99,574,275.65
4,2844,601,250.05
9,1383,2606,403.13
5,2120,614,113.38
3,4339,574,46.51
8,445,174,196.62
8,3247,1241,351.7
1,2196,2394,386.91
8,547,1560,342.38
3,14,573,429.25
8,3838,2502,403.17
7,3323,1125,5.08
4,4350,601,147.12
9,1107,2410,412.73
10,354,1816,396.39
4,3317,600,190.21
3,4256,572,210.83
4,517,600,30.37
5,4965,613,48.43
5,3321,613,169.44
8,3008,744,331.79
6,2068,2863,450.94
9,438,187,383.6
9,4023,2116,310.15
8,4376,1887,352.49
2,2331,605,240.19
5,2191,613,326.89
3,1676,572,355.22
5,4473,612,352.8
3,2461,571,100.73
2,796,604,6.99
10,2870,1560,183.77
1,2578,2395,300.28
5,1017,610,129.12
3,3299,571,462.39
3,1600,571,42.96
2,492,604,258.93
9,4705,2130,323.23
6,3273,314,379.93
4,2547,600,124.61
8,1867,1914,45.11
9,2173,1010,357.37
2,3058,604,404.54
7,4135,849,394.08
5,4971,610,5.04
7,4922,520,142.22
10,996,489,150.23
5,30,609,415.43
3,856,571,480.86
2,4518,603,411.13
9,4712,2133,160.14
10,1920,350,215.22
9,490,2675,218.49
6,4508,2654,33.08
3,1937,569,108.18
9,3800,2620,91.75
3,3380,568,13.73
6,4921,2189,332.06
2,2839,603,409.17
1,152,2396,479.79
6,3252,1956,236.24
9,1632,1355,145.01
9,2317,1747,140.75
1,1083,2397,75.01
4,1177,599,497.19
3,1201,567,343.97
3,3281,567,495.44
8,92,1824,52.23
6,3224,1993,198.49
4,958,599,17.97
9,4823,47,9.67
9,3771,2482,467.76
7,150,2475,180.62
5,4838,607,189.1
10,3467,1652,153.13
10,3201,1004,427.03
1,2290,2397,371.45
8,4473,445,46.46
4,4327,598,33.86
9,2856,2970,398.68
7,180,2531,387.63
5,1685,605,129.57
2,2707,602,144.09
5,1571,604,41.27
6,2770,174,33.64
6,1497,2166,169.8
3,3724,566,330.91
9,947,2896,438.61
7,3604,97,451.64
5,4497,604,151.22
10,1378,205,302.88
5,2868,604,163.22
4,3235,598,82.24
6,1189,2941,492.79
9,4180,997,212.99
10,38,418,443.14
8,2077,1709,139.12
3,4483,565,26.68
1,4570,2397,502.77
7,3776,1477,23.17
8,2627,2753,337.03
2,2026,601,240.82
6,3563,2270,220.63
8,2799,1689,321.56
10,1802,2684,265.67
4,3957,597,402.14
10,1879,1424,181.84
3,3454,564,167.82
1,470,2398,132.59
4,2798,594,376.76
4,947,593,34.4
6,2620,1189,386.65
5,153,604,39.94
10,462,2958,481.04
7,1935,443,303.88
6,1245,1994,410.83
8,227,1780,80.13
7,82,722,131.13
3,1043,563,117.2
9,488,2397,185.39
4,595,593,338.55
3,2518,559,436.38
9,3581,2531,344.34
7,1627,488,85.97
9,3432,558,241.65
2,1084,601,429.63
5,4480,603,499.17
4,1322,592,14.7
9,4317,617,351.66
8,2753,172,261.82
6,4804,799,148.41
2,4488,601,298.37
6,823,2461,220.35
3,1807,557,61.26
6,4486,1323,279
7,609,159,192.46
4,4654,592,166.25
1,1136,2399,131.44
3,2654,556,420
2,2623,600,309.18
2,2021,598,334.04
10,3489,1044,232.22
2,558,598,91.26
6,1222,1410,497.76
8,3993,1128,474.18
1,3548,2401,441.14
10,1749,2384,7.21
9,1225,84,330.62
3,4682,556,109.27
7,4513,2271,259.97
5,986,603,414.1
7,1351,1019,76.78
10,2621,802,136.25
5,4686,602,134.11
5,3430,602,22.4
9,2559,1688,215.06
5,3250,602,427.59
6,3418,1528,136.02
8,764,2662,237.67
10,3238,43,21.65
8,2510,1599,166.27
7,4396,1868,23.02
10,1506,2,217.01
7,677,155,268.72
4,388,591,226.78
1,4986,2401,309.83
3,1890,554,234.05
3,3143,553,458.53
4,350,591,250.06
2,4882,597,381.5
1,1067,2401,385.03
10,4143,2893,286.1
4,1435,591,159.52
7,3354,1077,44.23
2,301,597,137.12
8,4326,1971,201.7
7,3135,1658,204.31
3,2249,552,286.36
5,4967,601,113.64
1,3945,2401,166.75
5,4954,601,63.01
5,1194,601,382.7
4,3672,591,138.42
4,598,590,46.39
8,3070,1622,200.71
3,4691,552,394.15
10,3676,1170,246.33
8,370,2422,266.11
3,2976,551,348.35
3,4798,551,227.72
7,2564,2979,383.46
9,2531,2304,94.79
5,4839,600,198.64
7,4080,1487,314.19
6,2953,1361,191.26
8,4145,2385,452.91
8,1176,1246,66.26
3,2648,551,64.61
8,4223,2507,45.66
3,132,551,317.45
9,1619,1663,278.87
3,1611,550,446.68
4,1817,590,28.23
3,3155,549,302.87
9,213,1026,476.32
5,2560,600,31
8,4017,293,332.73
1,3514,2402,39.8
4,4246,589,321.15
7,4831,493,39.89
4,1574,588,255.15
8,1413,428,341.25
4,273,587,222.41
10,3015,2668,386.1
9,919,2954,251.87
8,4194,2780,316.41
